Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q1: What is your current level of self-awareness for what brings meaning, joy, and purpose to your life?",-,1.00,0.00,1.00,0.00,0.25,1.00,0.25,0.50,0.50,0.50,"Primary: Get Real, Be Intentional; Tertiary: Drive Growth","Primary: Alignment; Secondary: Communication, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q2: How closely does your current work align with what brings meaning, joy, and purpose to your life?",-,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q3: How much control do you have over your work schedule, engagements, and responsibilities?",-,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.25,0.50,Tertiary: Get Real,"Primary: Accountability; Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q4: What is your level of harmony or balance between all of your work and nonwork engagements, including digital media?",-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q5: How would you rate your social connection with your coworkers?,-,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q6: How would you rate your sense of belonging at work?,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Alignment, Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q7: How would you rate the level of respect, recognition, and appreciation you receive from your coworkers?",-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q8: How much value do you feel you bring to the organization/company?,-,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.25,0.50,Secondary: Get Real,"Primary: Alignment; Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q9: How valuable do you feel at work?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q10: How much support have you received to grow and develop within this organization/company?,-,0.00,0.50,0.00,0.00,0.50,0.25,0.25,0.25,0.25,0.50,"Secondary: Fill Buckets, Drive Growth","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q11: How empowered do you feel to persevere through tough times and overcome adversity?,-,0.00,0.00,0.50,0.50,0.00,0.25,0.25,0.00,0.25,0.50,"Secondary: Be Intentional, Foster Grit","Secondary: Execution; Tertiary: Alignment, Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q12: How engaged are you with your work?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q13: How would you rate the current level of stress you're experiencing in life overall?,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q14: Outside of work, what are your top stressors or concerns? (check all that apply)",-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Other,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q15: How would you rate your overall mental health and well-being?,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q16: How well are you performing in life, outside of work?",-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q17: How well are you performing at work? (quality and quantity of work),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q18: How satisfied are you with working within this field/industry?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q19: How satisfied are you with working for this organization/company?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q20: How would you rate the culture of this organization/company?,-,0.25,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q21: How relevant was this training experience to your role?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q22: How would you rate the quality of the facilitator's delivery of the training?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,Q23: How would you rate the quality of the training content (slides & worksheets)?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q24: Would you recommend this training experience to others? (friends, family, colleagues, teams, business)",-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - Q25 Employee Input Survey,"Q25: Open-ended feedback or suggestions for improvement? (content, delivery, worksheet, etc.)",-,0.50,0.00,0.00,0.00,0.50,0.25,0.00,1.00,0.25,0.50,"Secondary: Get Real, Drive Growth","Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,1. I often think about how my daily actions connect to something bigger in my life.,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,1.00,Secondary: Be Intentional,"Primary: Execution; Secondary: Alignment, Leadership; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,2. I make decisions based on the impact I want to have on others.,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,1.00,0.50,Secondary: Be Intentional,"Primary: Leadership; Secondary: Alignment, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,"3. Even when I donâ€™t know the outcome, I take action if it feels meaningful.",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,1.00,Secondary: Be Intentional,"Primary: Execution; Secondary: Alignment, Leadership; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,4. Iâ€™m driven to grow skills that help me contribute to something important.,-,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.50,Secondary: Drive Growth,"Secondary: Alignment, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,5. I have a personal dream or direction that helps guide my choices.,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,6. I set clear boundaries with my technology so I can focus on what matters.,-,0.00,0.00,0.50,0.25,1.00,0.50,0.25,0.00,0.50,0.50,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,"7. When I get distracted, I notice it and take steps to refocus.",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,0.50,Secondary: Be Intentional,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,8. I reflect on how I use my time online to stay aligned with my goals.,-,0.50,0.00,0.50,0.00,0.00,1.00,0.25,0.25,0.50,0.50,"Secondary: Get Real, Be Intentional","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,9. I can stay focused on a task even when I know Iâ€™m missing out on something else.,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,0.50,Secondary: Be Intentional,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,10. Iâ€™ve built habits that help me avoid getting stuck in digital distractions.,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,1.00,Secondary: Be Intentional,"Primary: Execution; Secondary: Alignment, Leadership; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,11. I keep working toward goals even when it takes a long time to see progress.,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,0.50,Secondary: Be Intentional,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,"12. When something goes wrong, I find another way to keep moving forward.",-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,13. I break big problems into smaller steps to avoid feeling overwhelmed.,-,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Secondary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,14. I get creative and try new approaches when the usual methods donâ€™t work.,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,15. I tend to work harder when others start to give up.,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,16. I pace myself so I can stay consistent without running out of energy.,-,0.00,0.50,0.00,0.00,0.00,0.50,0.25,0.25,0.50,0.50,Secondary: Fill Buckets,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,17. I check in with my energy levels and adjust how I work when needed.,-,0.00,0.50,0.00,0.00,0.00,0.50,0.25,0.25,0.50,0.50,Secondary: Fill Buckets,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,18. I know when to rest so I can come back stronger.,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,19. Iâ€™ve learned ways to recharge my energy when Iâ€™m feeling low.,-,0.50,0.50,0.00,0.00,0.50,0.50,0.25,0.25,0.50,0.50,"Secondary: Get Real, Fill Buckets, Drive Growth","Secondary: Alignment, Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,"20. Even on tough days, I usually find the energy to take one step forward.",-,0.00,0.50,0.00,0.00,0.00,0.50,0.25,0.25,0.50,0.50,Secondary: Fill Buckets,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,"21. I get excited about learning something new, even if itâ€™s hard at first.",-,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.50,Secondary: Drive Growth,"Secondary: Alignment, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,22. Iâ€™d rather improve my skills than try to look like I already know everything.,-,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.50,Secondary: Drive Growth,"Secondary: Alignment, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,23. I believe hard work matters more than talent when it comes to getting better.,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,"24. I look for feedback so I can grow, not just to hear that Iâ€™m doing well.",-,0.50,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Alignment, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,25. I feel motivated by challenges that help me learn and improve.,-,0.00,0.00,0.00,0.50,0.50,0.50,0.25,0.00,0.50,0.50,"Secondary: Foster Grit, Drive Growth","Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,Purpose Score,-,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,Focus Score,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.50,0.50,Secondary: Be Intentional,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,Perseverance Score,-,0.00,0.00,0.00,0.50,0.00,0.50,0.25,0.00,0.50,0.50,Secondary: Foster Grit,"Secondary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,Energy Management Score,-,0.00,0.50,0.25,0.25,1.00,0.50,0.25,0.25,1.00,0.50,"Primary: Drive Growth; Secondary: Fill Buckets; Tertiary: Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Execution; Tertiary: Accountability, Communication"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,Growth Mindset & Mastery Score,-,0.00,0.00,0.25,0.25,1.00,0.50,0.00,0.00,0.50,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Secondary: Alignment, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - GPI - Domains Team Scoring,Total GPI Score,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - Cultural Empowerment Index,Behaviors & Actions,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,1.00,Secondary: Be Intentional,"Primary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Cultural Empowerment Index,Individual Score,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Cultural Empowerment Index,Team or Company Score,-,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Tertiary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,999 - Revitalize - Tools - SMART Goals & Application,Goal:,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - SMART Goals & Application,Specific,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - SMART Goals & Application,Measurable,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - SMART Goals & Application,Achievable,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - SMART Goals & Application,Relevant,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - SMART Goals & Application,Time-Bound,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.50,Secondary: Be Intentional,"Secondary: Execution; Tertiary: Accountability, Leadership"
scott-gusso,999 - Revitalize - Tools - Mattering SWOT,Strengths,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Mattering SWOT,Weaknesses,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Mattering SWOT,Opportunities,-,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.50,Secondary: Drive Growth,"Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Mattering SWOT,Threats,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Mindfully Present,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Mindfully Present Score,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Graciously Optimistic,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Graciously Optimistic Score,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Meaningful Intention,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Meaningful Intention Score,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Strong Beliefs,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),Strong Beliefs Score,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - LMS Page 17 (page 3),# of correct answers,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Average Daily Television,-,0.25,1.00,0.00,0.25,0.00,1.00,0.50,0.50,0.50,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Primary: Alignment; Secondary: Accountability, Communication, Leadership, Execution"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Average Daily Smartphone,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Average Daily Computer,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Average Daily Podcast,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Average Daily Tablet,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Name 1,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Time 1,-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Reflection 1,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.50,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Name 2,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Time 2,-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Reflection 2,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.50,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Name 3,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Time 3,-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Reflection 3,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.50,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Name 4,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Time 4,-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Reflection 4,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.50,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Name 5,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,999 - Revitalize - Tools - Digital Media Self-Assessment,Apps Time 5,-,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.50,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication, Execution; Tertiary: Alignment, Leadership"
